Player,From,To,Pos,Ht,Wt,Birth Date,College
Richie Frahm\frahmri01,2004,2008,G,195,210,August 14 1977,Gonzaga University
Steve Francis\francst01,2000,2008,G,190,195,February 21 1977,University of Maryland
Tellis Frank\frankte01,1988,1994,F-C,208,225,April 26 1965,Western Kentucky University
Nat Frankel\frankna01,1947,1947,F-G,182,195,November 3 1913,Brooklyn College
Jamaal Franklin\frankja01,2014,2015,G,195,191,July 21 1991,San Diego State University
William Franklin\frankwi01,1973,1976,F,200,220,October 19 1949,Purdue University
Ronald Franz\franzro01,1968,1973,F,200,205,October 20 1945,University of Kansas
Tim Frazier\fraziti01,2015,2017,G,185,170,November 1 1990,Pennsylvania State University
Walt Frazier*\fraziwa01,1968,1980,G,193,200,March 29 1945,Southern Illinois University
Will Frazier\fraziwi01,1966,1969,C-F,200,210,August 24 1942,Grambling State University
Anthony Frederick\fredean01,1989,1992,F,200,205,December 7 1964,Pepperdine University
Jimmer Fredette\fredeji01,2012,2016,G,187,195,February 25 1989,Brigham Young University
World B. Free\freewo01,1976,1988,G,187,185,December 9 1953,Guilford College
Joel Freeland\freeljo01,2013,2015,F-C,208,250,February 7 1987,
Donnie Freeman\freemdo01,1968,1976,G,190,185,July 18 1944,University of Illinois at Urbana-Champaign
Gary Freeman\freemga01,1971,1971,F,205,210,July 25 1948,Oregon State University
Rod Freeman\freemro01,1974,1974,F,200,225,November 5 1950,Vanderbilt University
Matt Freije\freijma01,2005,2007,F,208,240,October 2 1981,Vanderbilt University
Frido Frey\freyfr01,1947,1947,F,187,195,October 26 1921,Long Island University
Larry Friend\frienla01,1958,1958,G-F,193,185,April 14 1935,University of California
Pat Frink\frinkpa01,1969,1969,G,193,195,February 18 1945,University of Colorado
Jim Fritsche\fritsji01,1954,1955,F-C,203,210,December 10 1931,Hamline University
Channing Frye\fryech01,2006,2017,C-F,210,255,May 17 1983,University of Arizona
Bernie Fryer\fryerbe01,1974,1975,G,190,185,December 25 1949,Brigham Young University
Frank Fucarino\fucarfr01,1947,1947,F,187,175,July 24 1920,Long Island University
Herm Fuetsch\fuetshe01,1948,1948,G,182,170,July 6 1918,
Joe Fulks*\fulksjo01,1947,1954,F-C,195,190,October 26 1921,Murray State University
Carl Fuller\fulleca01,1971,1972,C,205,225,January 10 1946,Bethune-Cookman College
Hiram Fuller\fullehi01,2004,2004,F,205,240,May 15 1981,California State University Fresno
Todd Fuller\fulleto02,1997,2001,C,210,255,July 25 1974,North Carolina State University
Tony Fuller\fulleto01,1981,1981,G,193,180,September 4 1958,Pepperdine University
Lawrence Funderburke\fundela01,1998,2005,F,205,230,December 15 1970,Ohio State University
Terry Furlow\furlote01,1977,1980,G-F,193,190,October 18 1954,Michigan State University
Bill Gabor\gaborbi01,1950,1955,G-F,180,170,May 13 1922,Syracuse University
Dan Gadzuric\gadzuda01,2003,2012,C,210,240,February 2 1978,University of California Los Angeles
Deng Gai\gaide01,2006,2006,F,205,250,March 22 1982,Fairfield University
Elmer Gainer\gaineel01,1948,1950,F-C,198,195,November 22 1918,DePaul University
Bill Gaines\gainebi01,1969,1969,G,193,185,March 10 1946,East Texas State University
Corey Gaines\gaineco01,1989,1995,G,190,195,June 1 1965,Loyola Marymount University
David Gaines\gaineda01,1968,1968,G,185,170,February 27 1942,LeMoyne-Owen College
Reece Gaines\gainere01,2004,2006,G,198,205,January 7 1981,University of Louisville
Sundiata Gaines\gainesu01,2010,2012,G,185,185,April 18 1986,University of Georgia
Mike Gale\galemi01,1972,1982,G,193,185,July 18 1950,Elizabeth City State University
Chad Gallagher\gallach01,1994,1994,C,208,255,May 30 1969,Creighton University
Harry Gallatin*\gallaha01,1949,1958,F-C,198,210,April 26 1927,Truman State University
Danilo Gallinari\gallida01,2009,2017,F,208,225,August 8 1988,
Langston Galloway\gallola01,2015,2017,G,187,200,December 9 1991,Saint Joseph's University
Dave Gambee\gambeda01,1959,1970,F,198,215,April 16 1937,Oregon State University
Kevin Gamble\gamblke01,1988,1997,F-G,195,210,November 13 1965,University of Iowa
Bob Gantt\ganttbo01,1947,1947,F-C,193,205,June 22 1922,Duke University
Jorge Garbajosa\garbajo01,2007,2008,F,205,245,December 19 1977,
Ruben Garces\garceru01,2001,2001,F,205,245,October 17 1973,Providence College
Alex Garcia\garcial01,2004,2005,G,190,220,March 4 1980,
Francisco Garcia\garcifr01,2006,2015,F-G,200,195,December 31 1981,University of Louisville
Chuck Gardner\gardnch01,1968,1968,F,203,205,September 30 1944,University of Colorado
Earl Gardner\gardnea01,1949,1949,F,190,195,September 18 1923,DePauw University
Kenneth Gardner\gardnke01,1976,1976,F,195,205,September 27 1949,University of Utah
Thomas Gardner\gardnth01,2008,2009,G,195,225,February 8 1985,University of Missouri
Vern Gardner\gardnve01,1950,1952,F-C,195,200,May 14 1925,University of Utah
Jack Garfinkel\garfija01,1947,1949,G,182,190,June 13 1918,St. John's University
Patricio Garino\garinpa01,2017,2017,G-F,198,210,May 17 1993,George Washington University
Gary Garland\garlaga01,1980,1980,G,193,180,October 12 1957,DePaul University
Winston Garland\garlawi01,1988,1995,G,187,170,December 19 1964,Missouri State University
Dick Garmaker\garmadi01,1956,1961,G-F,190,200,October 29 1932,University of Minnesota
Bill Garner\garnebi01,1968,1968,C,208,220,June 17 1940,University of Portland
Chris Garner\garnech01,1998,2001,G,177,156,February 2 1975,University of Memphis
Bill Garnett\garnebi02,1983,1986,F,205,225,April 22 1960,University of Wyoming
Kevin Garnett\garneke01,1996,2016,F-C,210,240,May 19 1976,
Marlon Garnett\garnema01,1999,1999,G,187,186,July 3 1975,Santa Clara University
Calvin Garrett\garreca01,1981,1984,F,200,190,July 11 1956,Oral Roberts University
Dean Garrett\garrede01,1997,2002,C,208,225,November 27 1966,Indiana University
Diante Garrett\garredi02,2013,2014,G,193,190,November 3 1988,Iowa State University
Dick Garrett\garredi01,1970,1974,G,190,185,January 31 1947,Southern Illinois University
Rowland Garrett\garrero01,1973,1977,F,198,210,July 16 1950,Florida State University
Tom Garrick\garrito01,1989,1992,G,187,185,July 7 1966,University of Rhode Island
John Garris\garrijo01,1984,1984,F,203,205,June 6 1959,Boston College
Kiwane Garris\garriki01,1998,2000,G,187,183,September 24 1974,University of Illinois at Urbana-Champaign
Pat Garrity\garripa01,1999,2008,F,205,238,August 23 1976,University of Notre Dame
Jim Garvin\garviji01,1974,1974,F,200,200,February 5 1950,Boston University
Marc Gasol\gasolma01,2009,2017,C,215,255,January 29 1985,
Pau Gasol\gasolpa01,2002,2017,F-C,213,250,July 6 1980,
Frank Gates\gatesfr01,1950,1950,G,182,160,April 12 1920,Sam Houston State University
Chris Gatling\gatlich01,1992,2002,F-C,208,220,September 3 1967,Old Dominion University
Kenny Gattison\gattike01,1987,1996,F-C,203,225,May 23 1964,Old Dominion University
Rudy Gay\gayru01,2007,2017,F,203,230,August 17 1986,University of Connecticut
Ed Gayda\gaydaed01,1951,1951,G-F,193,210,May 11 1927,Washington State University
Andrew Gaze\gazean01,1994,1999,G,200,205,July 24 1965,Seton Hall University
Michael Gbinije\gbinimi01,2017,2017,G,200,200,June 5 1992,Syracuse University
Reggie Geary\gearyre01,1997,1998,G,187,187,August 31 1973,University of Arizona
Alonzo Gee\geeal01,2010,2017,G,198,225,May 29 1987,University of Alabama
Matt Geiger\geigema01,1993,2002,C,213,243,September 10 1969,Georgia Institute of Technology
Mickael Gelabale\gelabmi01,2007,2013,F,200,215,May 22 1983,
Devean George\georgde01,2000,2010,G-F,203,220,August 29 1977,Augsburg College
Jack George\georgja01,1954,1961,G,187,190,November 13 1928,La Salle University
Paul George\georgpa01,2011,2017,F,205,220,May 2 1990,California State University Fresno
Tate George\georgta01,1991,1995,G,195,190,May 29 1968,University of Connecticut
Marcus Georges-Hunt\georgma01,2017,2017,G,195,216,March 28 1994,Georgia Institute of Technology
Gus Gerard\gerargu01,1975,1981,F-G,203,200,July 27 1953,University of Virginia
Derrick Gervin\gervide01,1990,1991,F,203,200,March 28 1963,University of Texas at San Antonio
George Gervin*\gervige01,1973,1986,G-F,200,180,April 27 1952,Eastern Michigan University
Gorham Getchell\getchgo01,1947,1947,C,193,205,August 14 1920,Temple University
John Gianelli\gianejo01,1973,1980,C-F,208,220,June 10 1950,University of the Pacific
Dick Gibbs\gibbsdi01,1972,1976,F-G,195,210,December 20 1948,University of Texas at El Paso
Daniel Gibson\gibsoda01,2007,2013,G,187,190,February 27 1986,University of Texas at Austin
Dee Gibson\gibsode01,1950,1950,F-G,180,175,August 25 1923,Western Kentucky University
Hoot Gibson\gibsoho01,1950,1950,F-C,195,198,December 5 1921,Creighton University
Jonathan Gibson\gibsojo01,2017,2017,G,187,185,November 8 1987,New Mexico State University
Mel Gibson\gibsome01,1964,1964,G,190,180,December 30 1940,Western Carolina University
Mike Gibson\gibsomi01,1984,1986,F,208,205,October 27 1960,University of South Carolina Upstate
Taj Gibson\gibsota01,2010,2017,F,205,225,June 24 1985,University of Southern California
J.R. Giddens\giddejr01,2009,2010,G,195,215,February 13 1985,University of New Mexico
Trey Gilder\gildetr01,2010,2010,F,205,185,January 24 1985,Northwestern State University
Eddie Gill\gilled01,2001,2009,G,182,190,August 16 1978,Weber State University
Kendall Gill\gillke01,1991,2005,G,195,195,May 25 1968,University of Illinois at Urbana-Champaign
Ben Gillery\gillebe01,1989,1989,C,213,235,September 19 1965,Georgetown University
Jack Gillespie\gilleja01,1970,1970,F,198,215,October 1 1947,Montana State University
Gene Gillette\gillege01,1947,1947,F,187,205,,Saint Mary's College of California
Armen Gilliam\gilliar01,1988,2000,F-C,205,230,May 28 1964,University of Nevada Las Vegas
Herm Gilliam\gillihe01,1970,1977,G-F,190,190,May 5 1946,Purdue University
Artis Gilmore*\gilmoar01,1972,1988,C,218,240,September 21 1949,Jacksonville University
Walt Gilmore\gilmowa01,1971,1971,F,198,225,February 27 1947,Fort Valley State University
Chuck Gilmur\gilmuch01,1947,1951,F-C,193,225,August 13 1922,University of Washington
Manu Ginobili\ginobma01,2003,2017,G,198,205,July 28 1977,
Gordan Giricek\giricgo01,2003,2008,G-F,198,210,June 20 1977,
Jack Givens\givenja01,1979,1980,F-G,195,205,September 21 1956,University of Kentucky
Mickell Gladness\gladnmi01,2012,2012,C,210,220,July 26 1986,Alabama A&M University
George Glamack\glamage01,1949,1949,C-F,198,225,June 7 1918,University of North Carolina
Gerald Glass\glassge01,1991,1996,G-F,195,221,November 12 1967,University of Mississippi
Mike Glenn\glennmi01,1978,1987,G,187,175,September 10 1955,Southern Illinois University
Normie Glick\glickno01,1950,1950,F,200,190,November 10 1927,Loyola Marymount University
Georgi Glouchkov\gloucge01,1986,1986,F,203,235,January 10 1960,
Clarence Glover\glovecl01,1972,1972,F,203,210,November 1 1947,Western Kentucky University
Dion Glover\glovedi01,2000,2005,G,195,228,October 22 1978,Georgia Institute of Technology
Andreas Glyniadakis\glynian01,2007,2007,C,215,280,August 21 1981,
Mike Gminski\gminsmi01,1981,1994,C,210,250,August 3 1959,Duke University
Rudy Gobert\goberru01,2014,2017,C,215,245,June 26 1992,
Dan Godfread\godfrda01,1991,1992,C,208,250,June 14 1967,University of Evansville
Tom Gola*\golato01,1956,1966,G-F,198,205,January 13 1933,La Salle University
Ben Goldfaden\goldfbe01,1947,1947,F,185,185,September 6 1913,George Washington University
Anthony Goldwire\goldwan01,1996,2006,G,185,182,September 6 1971,University of Houston
Ryan Gomes\gomesry01,2006,2014,F,200,250,September 1 1982,Providence College
Glen Gondrezick\gondrgl01,1978,1983,F-G,198,218,August 30 1955,University of Nevada Las Vegas
Grant Gondrezick\gondrgr01,1987,1989,G,195,205,January 19 1963,Pepperdine University
Drew Gooden\goodedr01,2003,2016,F,208,250,September 24 1981,University of Kansas
Gail Goodrich*\goodrga01,1966,1979,G,185,170,April 23 1943,University of California Los Angeles
Steve Goodrich\goodrst01,2001,2002,F,208,220,March 18 1976,Princeton University
Archie Goodwin\goodwar01,2014,2017,G,195,200,August 17 1994,University of Kentucky
Pop Goodwin\goodwpo01,1947,1948,F-C,187,203,December 22 1920,
Aaron Gordon\gordoaa01,2015,2017,F,205,220,September 16 1995,University of Arizona
Ben Gordon\gordobe01,2005,2015,G,190,200,April 4 1983,University of Connecticut
Drew Gordon\gordodr01,2015,2015,F,205,245,July 12 1990,University of New Mexico
Eric Gordon\gordoer01,2009,2017,G,193,215,December 25 1988,Indiana University
Lancaster Gordon\gordola01,1985,1988,G,190,185,June 24 1962,University of Louisville
Paul Gordon\gordopa01,1950,1950,F,190,185,April 8 1927,University of Notre Dame
Marcin Gortat\gortama01,2008,2017,C-F,210,240,February 17 1984,
Leo Gottlieb\gottlle01,1947,1948,G,180,180,November 28 1920,
Andrew Goudelock\goudean01,2012,2016,G,190,200,December 7 1988,College of Charleston
Gerald Govan\govange01,1968,1976,F-C,208,220,January 2 1942,Saint Mary of the Plains College
Bato Govedarica\govedba01,1954,1954,G,180,185,April 17 1928,DePaul University
Joe Graboski\grabojo01,1949,1962,F-C,200,195,January 15 1930,
Ricky Grace\graceri01,1994,1994,G,185,180,August 20 1967,University of Oklahoma
Calvin Graham\grahaca01,1968,1968,G,187,195,June 7 1944,Gannon University
Greg Graham\grahagr01,1994,1998,G,193,174,November 26 1970,Indiana University
Joey Graham\grahajo01,2006,2011,F,200,225,June 11 1982,Oklahoma State University
Mal Graham\grahama01,1968,1969,G,185,185,February 23 1945,New York University
Orlando Graham\grahaor01,1989,1989,F,203,220,May 5 1965,Auburn University at Montgomery
Paul Graham\grahapa01,1992,1994,F-G,198,200,November 28 1967,Ohio University
Stephen Graham\grahast01,2006,2011,G,198,215,June 11 1982,Oklahoma State University
Treveon Graham\grahatr01,2017,2017,G,198,220,October 29 1993,Virginia Commonwealth University
Jim Grandholm\grandji01,1991,1991,F-C,213,235,October 4 1960,University of South Florida
Ron Grandison\grandro01,1989,1996,F,198,215,July 9 1964,University of New Orleans
Danny Granger\grangda01,2006,2015,F,205,222,April 20 1983,University of New Mexico
Stewart Granger\grangst01,1984,1987,G,190,190,October 27 1961,Villanova University
Brian Grant\grantbr01,1995,2006,F,205,254,March 5 1972,Xavier University
Bud Grant\grantbu01,1950,1951,F,190,195,May 20 1927,University of Minnesota
Gary Grant\grantga01,1989,2001,G,190,185,April 21 1965,University of Michigan
Greg Grant\grantgr01,1990,1996,G,170,140,August 29 1966,Trenton State University
Harvey Grant\grantha01,1989,1999,F,203,195,July 4 1965,University of Oklahoma
Horace Grant\grantho01,1988,2004,F-C,208,215,July 4 1965,Clemson University
Jerami Grant\grantje01,2015,2017,F,203,210,March 12 1994,Syracuse University
Jerian Grant\grantje02,2016,2017,G,193,195,October 9 1992,University of Notre Dame
Josh Grant\grantjo01,1994,1994,F,205,223,August 7 1967,University of Utah
Paul Grant\grantpa01,1999,2004,C,213,245,January 6 1974,University of Wisconsin
Travis Grant\granttr01,1973,1976,F,200,215,January 1 1950,Kentucky State University
Don Grate\gratedo01,1950,1950,F-G,187,185,August 27 1923,Ohio State University
Butch Graves\gravebu01,1985,1985,G,190,200,January 5 1962,Yale University
Aaron Gray\grayaa01,2008,2014,C,213,270,December 7 1984,University of Pittsburgh
Devin Gray\grayde01,1997,2000,F,200,240,May 31 1972,Clemson University
Ed Gray\grayed01,1998,1999,G,190,210,September 27 1975,University of California
Evric Gray\grayev01,1997,1997,F,200,235,December 13 1969,University of Nevada Las Vegas
Gary Gray\grayga01,1968,1968,G,185,185,February 23 1945,Oklahoma City University
Leonard Gray\grayle01,1975,1977,F,203,240,December 19 1951,California State University Long Beach
Stuart Gray\grayst01,1985,1991,C-F,213,235,May 27 1963,University of California Los Angeles
Sylvester Gray\graysy01,1989,1989,F,198,230,July 8 1967,University of Memphis
Wyndol Gray\graywy01,1947,1948,G-F,185,175,March 20 1922,Harvard University
Jeff Grayer\grayeje01,1989,1998,F-G,195,200,December 17 1965,Iowa State University
Bob Greacen\greacbo01,1970,1972,F,200,206,September 15 1947,Rutgers University
A.C. Green\greenac01,1986,2001,F-C,205,220,October 4 1963,Oregon State University
Danny Green\greenda02,2010,2017,G-F,198,215,June 22 1987,University of North Carolina
Devin Green\greende01,2006,2006,G,200,210,October 25 1982,Hampton University
Draymond Green\greendr01,2013,2017,F,200,230,March 4 1990,Michigan State University
Erick Green\greener01,2015,2016,G,193,185,May 9 1991,Virginia Polytechnic Institute and State University
Gerald Green\greenge01,2006,2017,G-F,200,205,January 26 1986,
JaMychal Green\greenja01,2015,2017,F,205,227,June 21 1990,University of Alabama
Jeff Green\greenje02,2008,2017,F,205,235,August 28 1986,Georgetown University
Johnny Green\greenjo01,1960,1973,F-C,195,200,December 8 1933,Michigan State University
Ken Green\greenke01,1986,1986,F,203,215,September 19 1959,University of Texas-Pan American
